# Tempo	Probabilidade
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
41	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	1
51	1
52	1
53	1
54	1
55	1
56	1
57	1
58	1
59	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	0.985294
69	0.971014
70	0.957143
71	0.943662
72	0.930556
73	0.917808
74	0.918919
75	0.92
76	0.907895
77	0.896104
78	0.884615
79	0.873418
80	0.8625
81	0.851852
82	0.841463
83	0.831325
84	0.821429
85	0.811765
86	0.802326
87	0.793103
88	0.784091
89	0.775281
90	0.777778
91	0.78022
92	0.771739
93	0.763441
94	0.755319
95	0.747368
96	0.739583
97	0.731959
98	0.72449
99	0.717172
100	0.71
101	0.70297
102	0.696078
103	0.68932
104	0.682692
105	0.67619
106	0.669811
107	0.663551
108	0.657407
109	0.651376
110	0.645455
111	0.63964
112	0.633929
113	0.628319
114	0.622807
115	0.617391
116	0.612069
117	0.606838
118	0.601695
119	0.596639
120	0.591667
121	0.586777
122	0.581967
123	0.577236
124	0.572581
125	0.568
126	0.563492
127	0.559055
128	0.554688
129	0.550388
130	0.546154
131	0.541985
132	0.537879
133	0.533835
134	0.529851
135	0.525926
136	0.522059
137	0.518248
138	0.521739
139	0.52518
140	0.528571
141	0.531915
142	0.535211
143	0.538462
144	0.541667
145	0.544828
146	0.547945
147	0.55102
148	0.554054
149	0.557047
150	0.56
151	0.562914
152	0.565789
153	0.568627
154	0.571429
155	0.574194
156	0.576923
157	0.579618
158	0.582278
159	0.584906
160	0.5875
161	0.590062
162	0.592593
163	0.595092
164	0.597561
165	0.6
166	0.596386
167	0.592814
168	0.589286
169	0.585799
170	0.582353
171	0.578947
172	0.575581
173	0.572254
174	0.568966
175	0.565714
176	0.5625
177	0.559322
178	0.55618
179	0.553073
180	0.55
181	0.546961
182	0.543956
183	0.546448
184	0.548913
185	0.551351
186	0.553763
187	0.55615
188	0.558511
189	0.560847
190	0.563158
191	0.565445
192	0.567708
193	0.569948
194	0.572165
195	0.574359
196	0.576531
197	0.57868
198	0.580808
199	0.582915
200	0.585
201	0.587065
202	0.589109
203	0.591133
204	0.593137
205	0.595122
206	0.597087
207	0.599034
208	0.600962
209	0.602871
210	0.604762
211	0.606635
212	0.608491
213	0.610329
214	0.61215
215	0.613953
216	0.615741
217	0.617512
218	0.619266
219	0.621005
220	0.622727
221	0.624434
222	0.621622
223	0.618834
224	0.616071
225	0.613333
226	0.610619
227	0.60793
228	0.605263
229	0.60262
230	0.6
231	0.597403
232	0.594828
233	0.592275
234	0.589744
235	0.587234
236	0.584746
237	0.582278
238	0.579832
239	0.577406
240	0.575
241	0.572614
242	0.570248
243	0.567901
244	0.565574
245	0.563265
246	0.560976
247	0.558704
248	0.556452
249	0.554217
250	0.552
251	0.549801
252	0.547619
253	0.549407
254	0.551181
255	0.552941
256	0.554688
257	0.55642
258	0.55814
259	0.559846
260	0.561538
261	0.563218
262	0.564885
263	0.56654
264	0.568182
265	0.566038
266	0.56391
267	0.561798
268	0.559701
269	0.557621
270	0.555556
271	0.553506
272	0.551471
273	0.549451
274	0.547445
275	0.545455
276	0.543478
277	0.541516
278	0.539568
279	0.537634
280	0.535714
281	0.533808
282	0.531915
283	0.530035
284	0.528169
285	0.526316
286	0.524476
287	0.522648
288	0.520833
289	0.519031
290	0.52069
291	0.522337
292	0.523973
293	0.525597
294	0.527211
295	0.528814
296	0.530405
297	0.531987
298	0.533557
299	0.535117
300	0.536667
301	0.538206
302	0.539735
303	0.541254
304	0.542763
305	0.544262
306	0.545752
307	0.547231
308	0.548701
309	0.550162
310	0.548387
311	0.546624
312	0.544872
313	0.543131
314	0.541401
315	0.539683
316	0.537975
317	0.536278
318	0.534591
319	0.532915
320	0.53125
321	0.529595
322	0.52795
323	0.526316
324	0.524691
325	0.523077
326	0.521472
327	0.519878
328	0.518293
329	0.516717
330	0.515152
331	0.513595
332	0.512048
333	0.513514
334	0.51497
335	0.516418
336	0.517857
337	0.519288
338	0.52071
339	0.522124
340	0.520588
341	0.519062
342	0.517544
343	0.516035
344	0.514535
345	0.513043
346	0.511561
347	0.510086
348	0.508621
349	0.507163
350	0.505714
351	0.504274
352	0.502841
353	0.501416
354	0.5
355	0.498592
356	0.497191
357	0.495798
358	0.494413
359	0.493036
360	0.491667
361	0.490305
362	0.48895
363	0.487603
364	0.486264
365	0.484932
366	0.486339
367	0.487738
368	0.48913
369	0.490515
370	0.491892
371	0.493261
372	0.494624
373	0.495979
