# Tempo	Probabilidade
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	0.875
9	0.888889
10	0.8
11	0.818182
12	0.833333
13	0.846154
14	0.857143
15	0.866667
16	0.875
17	0.882353
18	0.888889
19	0.894737
20	0.85
21	0.809524
22	0.818182
23	0.826087
24	0.833333
25	0.84
26	0.846154
27	0.851852
28	0.857143
29	0.862069
30	0.833333
31	0.83871
32	0.8125
33	0.787879
34	0.794118
35	0.771429
36	0.777778
37	0.756757
38	0.763158
39	0.769231
40	0.775
41	0.780488
42	0.785714
43	0.790698
44	0.772727
45	0.755556
46	0.76087
47	0.744681
48	0.75
49	0.755102
50	0.76
51	0.764706
52	0.75
53	0.754717
54	0.759259
55	0.763636
56	0.767857
57	0.77193
58	0.775862
59	0.779661
60	0.783333
61	0.786885
62	0.790323
63	0.793651
64	0.796875
65	0.8
66	0.80303
67	0.80597
68	0.794118
69	0.797101
70	0.8
71	0.802817
72	0.805556
73	0.808219
74	0.797297
75	0.8
76	0.789474
77	0.792208
78	0.794872
79	0.797468
80	0.8
81	0.802469
82	0.804878
83	0.807229
84	0.797619
85	0.8
86	0.802326
87	0.804598
88	0.806818
89	0.808989
90	0.8
91	0.802198
92	0.793478
93	0.784946
94	0.787234
95	0.789474
96	0.78125
97	0.783505
98	0.785714
99	0.777778
100	0.78
101	0.772277
102	0.77451
103	0.776699
104	0.769231
105	0.771429
106	0.773585
107	0.775701
108	0.777778
109	0.779817
110	0.781818
111	0.783784
112	0.785714
113	0.787611
114	0.780702
115	0.773913
116	0.775862
117	0.777778
118	0.771186
119	0.773109
120	0.775
121	0.77686
122	0.778689
123	0.780488
124	0.774194
125	0.776
126	0.777778
127	0.779528
128	0.78125
129	0.782946
130	0.776923
131	0.778626
132	0.780303
133	0.781955
134	0.776119
135	0.777778
136	0.779412
137	0.781022
138	0.775362
139	0.769784
140	0.771429
141	0.765957
142	0.767606
143	0.762238
144	0.756944
145	0.758621
146	0.760274
147	0.761905
148	0.756757
149	0.758389
150	0.76
151	0.761589
152	0.763158
153	0.75817
154	0.75974
155	0.754839
156	0.75
157	0.745223
158	0.746835
159	0.742138
160	0.74375
161	0.745342
162	0.746914
163	0.748466
164	0.743902
165	0.745455
166	0.740964
167	0.742515
168	0.744048
169	0.745562
170	0.747059
171	0.748538
172	0.75
173	0.751445
174	0.747126
175	0.748571
176	0.75
177	0.751412
178	0.752809
179	0.75419
180	0.755556
181	0.756906
182	0.758242
183	0.754098
184	0.755435
185	0.756757
186	0.752688
187	0.754011
188	0.755319
189	0.756614
190	0.757895
191	0.759162
192	0.755208
193	0.756477
194	0.752577
195	0.753846
196	0.755102
197	0.756345
198	0.757576
199	0.753769
200	0.755
201	0.756219
202	0.757426
203	0.758621
204	0.759804
205	0.760976
206	0.762136
207	0.763285
208	0.764423
209	0.76555
210	0.766667
211	0.767773
212	0.768868
213	0.769953
214	0.771028
215	0.767442
216	0.768519
217	0.769585
218	0.770642
219	0.771689
220	0.772727
221	0.773756
222	0.77027
223	0.7713
224	0.772321
225	0.773333
226	0.774336
227	0.77533
228	0.776316
229	0.777293
230	0.773913
231	0.770563
232	0.771552
233	0.772532
234	0.773504
235	0.774468
236	0.771186
237	0.767932
238	0.768908
239	0.76569
240	0.766667
241	0.767635
242	0.768595
243	0.769547
244	0.766393
245	0.767347
246	0.768293
247	0.769231
248	0.770161
249	0.767068
250	0.768
251	0.76494
252	0.761905
253	0.762846
254	0.76378
255	0.760784
256	0.761719
257	0.762646
258	0.763566
259	0.760618
260	0.761538
261	0.758621
262	0.759542
263	0.756654
264	0.757576
265	0.754717
266	0.75188
267	0.749064
268	0.746269
269	0.747212
270	0.748148
271	0.749077
272	0.75
273	0.750916
274	0.748175
275	0.749091
276	0.75
277	0.750903
278	0.751799
279	0.752688
280	0.753571
281	0.754448
282	0.755319
283	0.75265
284	0.75
285	0.747368
286	0.744755
287	0.74216
288	0.739583
289	0.737024
290	0.737931
291	0.735395
292	0.736301
293	0.737201
294	0.734694
295	0.735593
296	0.733108
297	0.73064
298	0.731544
299	0.732441
300	0.733333
301	0.734219
302	0.735099
303	0.735974
304	0.736842
305	0.737705
306	0.738562
307	0.739414
308	0.74026
309	0.7411
310	0.73871
311	0.73955
312	0.740385
313	0.741214
314	0.738854
315	0.739683
316	0.740506
317	0.741325
318	0.742138
319	0.742947
320	0.74375
321	0.741433
322	0.742236
323	0.743034
324	0.743827
325	0.744615
326	0.745399
327	0.746177
328	0.746951
329	0.74772
330	0.748485
331	0.749245
332	0.75
333	0.747748
334	0.748503
335	0.746269
336	0.744048
337	0.744807
338	0.742604
339	0.743363
340	0.741176
341	0.739003
342	0.739766
343	0.740525
344	0.741279
345	0.742029
346	0.742775
347	0.743516
348	0.744253
349	0.744986
